concert
microphone,0.13497652582159625
drum,0.025821596244131457
acoustic guitar,0.02699530516431925
harmonica,0.01936619718309859
electric guitar,0.15375586854460094
flute,0.01232394366197183
cowboy hat,0.011150234741784037
sax,0.051056338028169015
trombone,0.014084507042253521
drumstick,0.03286384976525822
banjo,0.025821596244131457
spotlight,0.03873239436619718
stage,0.43661971830985913
cornet,0.01643192488262911
children_birthday
maillot,0.018483110261312937
maypole,0.019757807520713832
sleeping bag,0.019120458891013385
sunscreen,0.032504780114722756
bonnet,0.030592734225621414
swimming trunks,0.027405991077119184
candle,0.04716379859783301
toyshop,0.029318036966220522
sarong,0.06309751434034416
maraca,0.026131293817718292
balloon,0.032504780114722756
balance beam,0.022944550669216062
miniskirt,0.022307202039515615
bathing cap,0.036966220522625874
bubble,0.043339706819630335
sunglasses,0.020395156150414276
hoopskirt,0.018483110261312937
whistle,0.020395156150414276
diaper,0.04843849585723391
pinwheel,0.022944550669216062
hair slide,0.020395156150414276
groom,0.030592734225621414
hair spray,0.041427660930529
bikini,0.027405991077119184
ice lolly,0.07648183556405354
swing,0.0579987253027406
cake,0.05035054174633524
Band Aid,0.0331421287444232
pajama,0.05991077119184194
cruise
palace,0.05343511450381679
restaurant,0.11513994910941476
lakeside,0.11259541984732824
promontory,0.039440203562340966
liner,0.13358778625954199
bell cote,0.029262086513994912
breakwater,0.05216284987277354
dock,0.061068702290076333
bikini,0.027353689567430027
fountain,0.03498727735368957
sandbar,0.04071246819338423
seashore,0.11895674300254452
crane,0.02989821882951654
valley,0.031806615776081425
pier,0.06297709923664122
patio,0.027353689567430027
stage,0.029262086513994912
graduation
wig,0.02393418100224383
apron,0.015706806282722512
academic gown,0.18997756170531038
sarong,0.02318623784592371
bow tie,0.01944652206432311
maypole,0.015706806282722512
restaurant,0.02169035153328347
cloak,0.04338070306656694
vestment,0.018698578908002993
crutch,0.018698578908002993
groom,0.05160807778608826
miniskirt,0.0344053851907255
lab coat,0.02169035153328347
suit,0.08451757666417352
mortarboard,0.3051608077786088
stole,0.03664921465968586
theater curtain,0.014958863126402393
pajama,0.0381451009723261
stage,0.02243829468960359
exhibition
medicine chest,0.045075125208681135
pot,0.05175292153589316
library,0.05175292153589316
jigsaw puzzle,0.04006677796327212
greenhouse,0.0333889816360601
sliding door,0.05008347245409015
book jacket,0.07679465776293823
toyshop,0.035058430717863104
monitor,0.06176961602671119
prison,0.03672787979966611
carton,0.0333889816360601
comic book,0.041736227045075125
cash machine,0.035058430717863104
envelope,0.048414023372287146
desk,0.05676126878130217
window shade,0.0651085141903172
shoe shop,0.04006677796327212
stage,0.05175292153589316
television,0.04340567612687813
restaurant,0.038397328881469114
home theater,0.03171953255425709
spotlight,0.03171953255425709
skiing
shovel,0.027192386131883073
sunglasses,0.016315431679129844
snowplow,0.02583276682528892
lakeside,0.01699524133242692
dogsled,0.029231815091774305
snowmobile,0.10129163834126445
ski mask,0.02107409925220938
ski,0.4343983684568321
alp,0.32766825288919105
wedding
wig,0.034201123021949976
gown,0.09749872383869321
groom,0.3795303726391016
feather boa,0.01582440020418581
hoopskirt,0.03445635528330781
sarong,0.039561000510464524
dining table,0.017355793772332824
altar,0.02041858090862685
maypole,0.021184277692700357
restaurant,0.0638080653394589
vestment,0.027565084226646247
cake,0.017100561510974988
suit,0.06074527820316488
kimono,0.027054619703930576
lab coat,0.01761102603369066
Windsor tie,0.01812149055640633
bow tie,0.05104645227156713
limousine,0.019652884124553342
pajama,0.019908116385911178
stage,0.017355793772332824
christmas
wig,0.04992548435171386
throne,0.02459016393442623
miniature schnauzer,0.07004470938897168
toyshop,0.08047690014903129
standard schnauzer,0.027570789865871834
restaurant,0.043964232488822655
altar,0.02608047690014903
maraca,0.03502235469448584
christmas tree,0.05514157973174367
groom,0.021609538002980627
Christmas stocking,0.14232488822652756
jigsaw puzzle,0.02533532041728763
confectionery,0.03576751117734724
studio couch,0.026825633383010434
miniskirt,0.028315946348733235
giant panda,0.05067064083457526
stole,0.03129657228017884
pajama,0.19895678092399405
dining table,0.02608047690014903
